REF_AREA_LABEL,REF_AREA,TIME_PERIOD,crime_rank,UNIT_MEASURE,poverty,UNIT_MEASURE_LABEL_x,SEX,unemployment,UNIT_MEASURE_LABEL_y,COMP_BREAKDOWN_1
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,_T,1.185,Percentage,EADV
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,F,10.966,Percentage,EBAS
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,M,10.314,Percentage,EBAS
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,_T,10.637,Percentage,EBAS
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,F,2.73,Percentage,EINT
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,M,1.556,Percentage,EINT
Czechia,CZE,2018,14,RANK,10.1,Percentage of population,_T,2.059,Percentage,EINT
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,F,1.797,Percentage,EADV
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,M,1.19,Percentage,EADV
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,_T,1.483,Percentage,EADV
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,F,14.124,Percentage,EBAS
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,M,11.808,Percentage,EBAS
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,_T,12.992,Percentage,EBAS
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,F,3.425,Percentage,EINT
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,M,2.144,Percentage,EINT
Czechia,CZE,2017,13,RANK,9.6,Percentage of population,_T,2.691,Percentage,EINT
Germany,DEU,2019,74,RANK,16.1,Percentage of population,F,1.845,Percentage,EADV
Germany,DEU,2019,74,RANK,16.1,Percentage of population,M,1.781,Percentage,EADV
Germany,DEU,2019,74,RANK,16.1,Percentage of population,_T,1.809,Percentage,EADV
Germany,DEU,2019,74,RANK,16.1,Percentage of population,F,6.397,Percentage,EBAS
Germany,DEU,2019,74,RANK,16.1,Percentage of population,M,9.035,Percentage,EBAS
Germany,DEU,2019,74,RANK,16.1,Percentage of population,_T,7.876,Percentage,EBAS
Germany,DEU,2019,74,RANK,16.1,Percentage of population,F,2.354,Percentage,EINT
Germany,DEU,2019,74,RANK,16.1,Percentage of population,M,3.05,Percentage,EINT
Germany,DEU,2019,74,RANK,16.1,Percentage of population,_T,2.71,Percentage,EINT
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,F,4.291,Percentage,EADV
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,M,3.863,Percentage,EADV
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,_T,4.096,Percentage,EADV
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,F,8.874,Percentage,EBAS
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,M,8.096,Percentage,EBAS
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,_T,8.403,Percentage,EBAS
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,F,4.605,Percentage,EINT
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,M,3.738,Percentage,EINT
Denmark,DNK,2019,37,RANK,12.1,Percentage of population,_T,4.119,Percentage,EINT
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,F,6.774,Percentage,EADV
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,M,3.29,Percentage,EADV
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,_T,5.449,Percentage,EADV
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,F,7.68,Percentage,EBAS
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,M,3.284,Percentage,EBAS
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,_T,4.766,Percentage,EBAS
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,F,13.845,Percentage,EINT
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,M,5.951,Percentage,EINT
Dominican Republic,DOM,2019,97,RANK,25.8,Percentage of population,_T,9.785,Percentage,EINT
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,F,4.717,Percentage,EADV
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,M,2.234,Percentage,EADV
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,_T,3.745,Percentage,EADV
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,F,7.771,Percentage,EBAS
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,M,3.492,Percentage,EBAS
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,_T,4.861,Percentage,EBAS
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,F,14.278,Percentage,EINT
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,M,5.443,Percentage,EINT
Dominican Republic,DOM,2018,100,RANK,28.3,Percentage of population,_T,9.621,Percentage,EINT
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,F,5.624,Percentage,EADV
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,M,4.284,Percentage,EADV
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,_T,5.136,Percentage,EADV
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,F,6.658,Percentage,EBAS
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,M,4.067,Percentage,EBAS
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,_T,4.899,Percentage,EBAS
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,F,10.692,Percentage,EINT
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,M,5.78,Percentage,EINT
Dominican Republic,DOM,2017,114,RANK,31.2,Percentage of population,_T,8.128,Percentage,EINT
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,F,5.992,Percentage,EADV
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,M,4.604,Percentage,EADV
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,_T,5.321,Percentage,EADV
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,F,2.29,Percentage,EBAS
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,M,1.943,Percentage,EBAS
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,_T,2.078,Percentage,EBAS
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,F,8.088,Percentage,EINT
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,M,5.017,Percentage,EINT
Ecuador,ECU,2019,94,RANK,25.0,Percentage of population,_T,6.231,Percentage,EINT
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,F,6.096,Percentage,EADV
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,M,4.407,Percentage,EADV
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,_T,5.276,Percentage,EADV
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,F,2.294,Percentage,EBAS
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,M,1.841,Percentage,EBAS
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,_T,2.018,Percentage,EBAS
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,F,7.558,Percentage,EINT
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,M,4.414,Percentage,EINT
Ecuador,ECU,2018,92,RANK,23.2,Percentage of population,_T,5.653,Percentage,EINT
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,F,6.892,Percentage,EADV
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,M,4.619,Percentage,EADV
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,_T,5.814,Percentage,EADV
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,F,2.964,Percentage,EBAS
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,M,1.92,Percentage,EBAS
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,_T,2.331,Percentage,EBAS
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,F,7.815,Percentage,EINT
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,M,4.706,Percentage,EINT
Ecuador,ECU,2017,82,RANK,21.5,Percentage of population,_T,5.965,Percentage,EINT
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,F,31.33,Percentage,EADV
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,M,14.758,Percentage,EADV
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,_T,20.814,Percentage,EADV
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,F,5.467,Percentage,EBAS
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,M,7.183,Percentage,EBAS
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,_T,6.873,Percentage,EBAS
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,F,33.221,Percentage,EINT
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,M,10.547,Percentage,EINT
"Egypt, Arab Rep.",EGY,2017,59,RANK,32.5,Percentage of population,_T,15.672,Percentage,EINT
Spain,ESP,2019,14,RANK,21.0,Percentage of population,F,9.756,Percentage,EADV
Spain,ESP,2019,14,RANK,21.0,Percentage of population,M,7.361,Percentage,EADV
Spain,ESP,2019,14,RANK,21.0,Percentage of population,_T,8.615,Percentage,EADV
Spain,ESP,2019,14,RANK,21.0,Percentage of population,F,24.329,Percentage,EBAS
Spain,ESP,2019,14,RANK,21.0,Percentage of population,M,17.02,Percentage,EBAS
Spain,ESP,2019,14,RANK,21.0,Percentage of population,_T,19.912,Percentage,EBAS
Spain,ESP,2019,14,RANK,21.0,Percentage of population,F,17.221,Percentage,EINT
Spain,ESP,2019,14,RANK,21.0,Percentage of population,M,12.014,Percentage,EINT
Spain,ESP,2019,14,RANK,21.0,Percentage of population,_T,14.489,Percentage,EINT
Spain,ESP,2018,31,RANK,20.7,Percentage of population,F,10.155,Percentage,EADV
Spain,ESP,2018,31,RANK,20.7,Percentage of population,M,7.562,Percentage,EADV
Spain,ESP,2018,31,RANK,20.7,Percentage of population,_T,8.912,Percentage,EADV
Spain,ESP,2018,31,RANK,20.7,Percentage of population,F,25.886,Percentage,EBAS
Spain,ESP,2018,31,RANK,20.7,Percentage of population,M,18.731,Percentage,EBAS
Spain,ESP,2018,31,RANK,20.7,Percentage of population,_T,21.562,Percentage,EBAS
Spain,ESP,2018,31,RANK,20.7,Percentage of population,F,17.9,Percentage,EINT
Spain,ESP,2018,31,RANK,20.7,Percentage of population,M,13.273,Percentage,EINT
Spain,ESP,2018,31,RANK,20.7,Percentage of population,_T,15.477,Percentage,EINT
Spain,ESP,2017,31,RANK,21.5,Percentage of population,F,11.518,Percentage,EADV
Spain,ESP,2017,31,RANK,21.5,Percentage of population,M,8.26,Percentage,EADV
Spain,ESP,2017,31,RANK,21.5,Percentage of population,_T,9.965,Percentage,EADV
Spain,ESP,2017,31,RANK,21.5,Percentage of population,F,28.325,Percentage,EBAS
Spain,ESP,2017,31,RANK,21.5,Percentage of population,M,21.992,Percentage,EBAS
Spain,ESP,2017,31,RANK,21.5,Percentage of population,_T,24.52,Percentage,EBAS
Spain,ESP,2017,31,RANK,21.5,Percentage of population,F,19.812,Percentage,EINT
Spain,ESP,2017,31,RANK,21.5,Percentage of population,M,14.442,Percentage,EINT
Spain,ESP,2017,31,RANK,21.5,Percentage of population,_T,16.974,Percentage,EINT
Estonia,EST,2019,5,RANK,20.7,Percentage of population,F,2.909,Percentage,EADV
Estonia,EST,2019,5,RANK,20.7,Percentage of population,M,2.686,Percentage,EADV
Estonia,EST,2019,5,RANK,20.7,Percentage of population,_T,2.823,Percentage,EADV
Estonia,EST,2019,5,RANK,20.7,Percentage of population,F,12.423,Percentage,EBAS
Estonia,EST,2019,5,RANK,20.7,Percentage of population,M,8.173,Percentage,EBAS
Estonia,EST,2019,5,RANK,20.7,Percentage of population,_T,9.644,Percentage,EBAS
Estonia,EST,2019,5,RANK,20.7,Percentage of population,F,5.991,Percentage,EINT
Estonia,EST,2019,5,RANK,20.7,Percentage of population,M,3.933,Percentage,EINT
Estonia,EST,2019,5,RANK,20.7,Percentage of population,_T,4.795,Percentage,EINT
Estonia,EST,2018,5,RANK,21.7,Percentage of population,F,3.346,Percentage,EADV
Estonia,EST,2018,5,RANK,21.7,Percentage of population,M,3.793,Percentage,EADV
Estonia,EST,2018,5,RANK,21.7,Percentage of population,_T,3.518,Percentage,EADV
Estonia,EST,2018,5,RANK,21.7,Percentage of population,F,12.514,Percentage,EBAS
Estonia,EST,2018,5,RANK,21.7,Percentage of population,M,9.508,Percentage,EBAS
Estonia,EST,2018,5,RANK,21.7,Percentage of population,_T,10.536,Percentage,EBAS
Estonia,EST,2018,5,RANK,21.7,Percentage of population,F,6.037,Percentage,EINT
Estonia,EST,2018,5,RANK,21.7,Percentage of population,M,5.422,Percentage,EINT
Estonia,EST,2018,5,RANK,21.7,Percentage of population,_T,5.682,Percentage,EINT
Estonia,EST,2017,8,RANK,21.9,Percentage of population,F,3.027,Percentage,EADV
Estonia,EST,2017,8,RANK,21.9,Percentage of population,M,3.6,Percentage,EADV
Estonia,EST,2017,8,RANK,21.9,Percentage of population,_T,3.248,Percentage,EADV
Estonia,EST,2017,8,RANK,21.9,Percentage of population,F,10.829,Percentage,EBAS
Estonia,EST,2017,8,RANK,21.9,Percentage of population,M,10.74,Percentage,EBAS
Estonia,EST,2017,8,RANK,21.9,Percentage of population,_T,10.769,Percentage,EBAS
Estonia,EST,2017,8,RANK,21.9,Percentage of population,F,6.739,Percentage,EINT
Estonia,EST,2017,8,RANK,21.9,Percentage of population,M,6.549,Percentage,EINT
Estonia,EST,2017,8,RANK,21.9,Percentage of population,_T,6.631,Percentage,EINT
Finland,FIN,2019,1,RANK,12.2,Percentage of population,F,3.699,Percentage,EADV
Finland,FIN,2019,1,RANK,12.2,Percentage of population,M,4.257,Percentage,EADV
Finland,FIN,2019,1,RANK,12.2,Percentage of population,_T,3.944,Percentage,EADV
Finland,FIN,2019,1,RANK,12.2,Percentage of population,F,17.841,Percentage,EBAS
Finland,FIN,2019,1,RANK,12.2,Percentage of population,M,14.971,Percentage,EBAS
Finland,FIN,2019,1,RANK,12.2,Percentage of population,_T,16.043,Percentage,EBAS
Finland,FIN,2019,1,RANK,12.2,Percentage of population,F,6.969,Percentage,EINT
Finland,FIN,2019,1,RANK,12.2,Percentage of population,M,7.366,Percentage,EINT
Finland,FIN,2019,1,RANK,12.2,Percentage of population,_T,7.197,Percentage,EINT
Finland,FIN,2018,1,RANK,11.6,Percentage of population,F,4.229,Percentage,EADV
Finland,FIN,2018,1,RANK,11.6,Percentage of population,M,4.109,Percentage,EADV
Finland,FIN,2018,1,RANK,11.6,Percentage of population,_T,4.177,Percentage,EADV
Finland,FIN,2018,1,RANK,11.6,Percentage of population,F,17.932,Percentage,EBAS
Finland,FIN,2018,1,RANK,11.6,Percentage of population,M,14.698,Percentage,EBAS
Finland,FIN,2018,1,RANK,11.6,Percentage of population,_T,15.866,Percentage,EBAS
Finland,FIN,2018,1,RANK,11.6,Percentage of population,F,8.926,Percentage,EINT
Finland,FIN,2018,1,RANK,11.6,Percentage of population,M,7.795,Percentage,EINT
Finland,FIN,2018,1,RANK,11.6,Percentage of population,_T,8.281,Percentage,EINT
Finland,FIN,2017,1,RANK,12.0,Percentage of population,F,5.254,Percentage,EADV
Finland,FIN,2017,1,RANK,12.0,Percentage of population,M,5.155,Percentage,EADV
Finland,FIN,2017,1,RANK,12.0,Percentage of population,_T,5.211,Percentage,EADV
Finland,FIN,2017,1,RANK,12.0,Percentage of population,F,21.635,Percentage,EBAS
Finland,FIN,2017,1,RANK,12.0,Percentage of population,M,15.761,Percentage,EBAS
Finland,FIN,2017,1,RANK,12.0,Percentage of population,_T,17.937,Percentage,EBAS
Finland,FIN,2017,1,RANK,12.0,Percentage of population,F,9.266,Percentage,EINT
Finland,FIN,2017,1,RANK,12.0,Percentage of population,M,9.539,Percentage,EINT
Finland,FIN,2017,1,RANK,12.0,Percentage of population,_T,9.422,Percentage,EINT
France,FRA,2019,60,RANK,13.8,Percentage of population,F,4.903,Percentage,EADV
France,FRA,2019,60,RANK,13.8,Percentage of population,M,5.331,Percentage,EADV
France,FRA,2019,60,RANK,13.8,Percentage of population,_T,5.102,Percentage,EADV
France,FRA,2019,60,RANK,13.8,Percentage of population,F,15.341,Percentage,EBAS
France,FRA,2019,60,RANK,13.8,Percentage of population,M,15.512,Percentage,EBAS
France,FRA,2019,60,RANK,13.8,Percentage of population,_T,15.438,Percentage,EBAS
France,FRA,2019,60,RANK,13.8,Percentage of population,F,9.85,Percentage,EINT
France,FRA,2019,60,RANK,13.8,Percentage of population,M,8.55,Percentage,EINT
France,FRA,2019,60,RANK,13.8,Percentage of population,_T,9.145,Percentage,EINT
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,F,2.915,Percentage,EADV
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,M,2.606,Percentage,EADV
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,_T,2.761,Percentage,EADV
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,F,6.935,Percentage,EBAS
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,M,7.366,Percentage,EBAS
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,_T,7.179,Percentage,EBAS
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,F,4.612,Percentage,EINT
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,M,4.903,Percentage,EINT
United Kingdom,GBR,2017,27,RANK,18.6,Percentage of population,_T,4.772,Percentage,EINT
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,F,10.464,Percentage,EADV
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,M,12.156,Percentage,EADV
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,_T,11.292,Percentage,EADV
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,F,7.118,Percentage,EBAS
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,M,14.323,Percentage,EBAS
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,_T,11.274,Percentage,EBAS
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,F,10.299,Percentage,EINT
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,M,12.973,Percentage,EINT
Georgia,GEO,2019,25,RANK,19.5,Percentage of population,_T,11.798,Percentage,EINT
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,F,11.387,Percentage,EADV
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,M,14.477,Percentage,EADV
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,_T,12.887,Percentage,EADV
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,F,6.9,Percentage,EBAS
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,M,13.38,Percentage,EBAS
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,_T,10.491,Percentage,EBAS
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,F,11.669,Percentage,EINT
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,M,13.743,Percentage,EINT
Georgia,GEO,2018,24,RANK,20.1,Percentage of population,_T,12.831,Percentage,EINT
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,F,14.671,Percentage,EADV
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,M,16.222,Percentage,EADV
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,_T,15.444,Percentage,EADV
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,F,7.174,Percentage,EBAS
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,M,14.565,Percentage,EBAS
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,_T,10.936,Percentage,EBAS
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,F,12.295,Percentage,EINT
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,M,14.477,Percentage,EINT
Georgia,GEO,2017,37,RANK,21.9,Percentage of population,_T,13.49,Percentage,EINT
Greece,GRC,2019,68,RANK,17.7,Percentage of population,F,15.739,Percentage,EADV
Greece,GRC,2019,68,RANK,17.7,Percentage of population,M,8.222,Percentage,EADV
Greece,GRC,2019,68,RANK,17.7,Percentage of population,_T,12.086,Percentage,EADV
Greece,GRC,2019,68,RANK,17.7,Percentage of population,F,24.17,Percentage,EBAS
Greece,GRC,2019,68,RANK,17.7,Percentage of population,M,17.587,Percentage,EBAS
Greece,GRC,2019,68,RANK,17.7,Percentage of population,_T,20.184,Percentage,EBAS
Greece,GRC,2019,68,RANK,17.7,Percentage of population,F,24.859,Percentage,EINT
Greece,GRC,2019,68,RANK,17.7,Percentage of population,M,15.211,Percentage,EINT
Greece,GRC,2019,68,RANK,17.7,Percentage of population,_T,19.233,Percentage,EINT
Greece,GRC,2018,69,RANK,17.9,Percentage of population,F,18.234,Percentage,EADV
Greece,GRC,2018,69,RANK,17.9,Percentage of population,M,10.049,Percentage,EADV
Greece,GRC,2018,69,RANK,17.9,Percentage of population,_T,14.209,Percentage,EADV
Greece,GRC,2018,69,RANK,17.9,Percentage of population,F,26.945,Percentage,EBAS
Greece,GRC,2018,69,RANK,17.9,Percentage of population,M,18.818,Percentage,EBAS
Greece,GRC,2018,69,RANK,17.9,Percentage of population,_T,21.782,Percentage,EBAS
Greece,GRC,2018,69,RANK,17.9,Percentage of population,F,28.196,Percentage,EINT
Greece,GRC,2018,69,RANK,17.9,Percentage of population,M,16.753,Percentage,EINT
Greece,GRC,2018,69,RANK,17.9,Percentage of population,_T,21.605,Percentage,EINT
Greece,GRC,2017,53,RANK,18.5,Percentage of population,F,20.259,Percentage,EADV
Greece,GRC,2017,53,RANK,18.5,Percentage of population,M,12.11,Percentage,EADV
Greece,GRC,2017,53,RANK,18.5,Percentage of population,_T,16.324,Percentage,EADV
Greece,GRC,2017,53,RANK,18.5,Percentage of population,F,27.838,Percentage,EBAS
Greece,GRC,2017,53,RANK,18.5,Percentage of population,M,21.668,Percentage,EBAS
Greece,GRC,2017,53,RANK,18.5,Percentage of population,_T,23.901,Percentage,EBAS
Greece,GRC,2017,53,RANK,18.5,Percentage of population,F,30.339,Percentage,EINT
Greece,GRC,2017,53,RANK,18.5,Percentage of population,M,18.967,Percentage,EINT
Greece,GRC,2017,53,RANK,18.5,Percentage of population,_T,23.844,Percentage,EINT
Honduras,HND,2019,136,RANK,48.0,Percentage of population,F,8.033,Percentage,EADV
Honduras,HND,2019,136,RANK,48.0,Percentage of population,M,4.473,Percentage,EADV
Honduras,HND,2019,136,RANK,48.0,Percentage of population,_T,6.581,Percentage,EADV
Honduras,HND,2019,136,RANK,48.0,Percentage of population,F,7.333,Percentage,EBAS
Honduras,HND,2019,136,RANK,48.0,Percentage of population,M,3.72,Percentage,EBAS
Honduras,HND,2019,136,RANK,48.0,Percentage of population,_T,5.019,Percentage,EBAS
Honduras,HND,2019,136,RANK,48.0,Percentage of population,F,11.21,Percentage,EINT
Honduras,HND,2019,136,RANK,48.0,Percentage of population,M,9.711,Percentage,EINT
Honduras,HND,2019,136,RANK,48.0,Percentage of population,_T,10.443,Percentage,EINT
Honduras,HND,2018,136,RANK,50.4,Percentage of population,F,9.382,Percentage,EADV
Honduras,HND,2018,136,RANK,50.4,Percentage of population,M,5.378,Percentage,EADV
Honduras,HND,2018,136,RANK,50.4,Percentage of population,_T,7.629,Percentage,EADV
Honduras,HND,2018,136,RANK,50.4,Percentage of population,F,6.388,Percentage,EBAS
Honduras,HND,2018,136,RANK,50.4,Percentage of population,M,4.632,Percentage,EBAS
Honduras,HND,2018,136,RANK,50.4,Percentage of population,_T,5.297,Percentage,EBAS
Honduras,HND,2018,136,RANK,50.4,Percentage of population,F,11.426,Percentage,EINT
Honduras,HND,2018,136,RANK,50.4,Percentage of population,M,9.252,Percentage,EINT
Honduras,HND,2018,136,RANK,50.4,Percentage of population,_T,10.34,Percentage,EINT
Honduras,HND,2017,134,RANK,49.8,Percentage of population,F,10.661,Percentage,EADV
Honduras,HND,2017,134,RANK,49.8,Percentage of population,M,4.164,Percentage,EADV
Honduras,HND,2017,134,RANK,49.8,Percentage of population,_T,7.576,Percentage,EADV
Honduras,HND,2017,134,RANK,49.8,Percentage of population,F,6.548,Percentage,EBAS
Honduras,HND,2017,134,RANK,49.8,Percentage of population,M,4.526,Percentage,EBAS
Honduras,HND,2017,134,RANK,49.8,Percentage of population,_T,5.266,Percentage,EBAS
Honduras,HND,2017,134,RANK,49.8,Percentage of population,F,13.698,Percentage,EINT
Honduras,HND,2017,134,RANK,49.8,Percentage of population,M,8.014,Percentage,EINT
Honduras,HND,2017,134,RANK,49.8,Percentage of population,_T,10.992,Percentage,EINT
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,F,5.902,Percentage,EADV
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,M,4.375,Percentage,EADV
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,_T,5.253,Percentage,EADV
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,F,7.342,Percentage,EBAS
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,M,10.609,Percentage,EBAS
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,_T,9.087,Percentage,EBAS
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,F,7.925,Percentage,EINT
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,M,6.199,Percentage,EINT
Croatia,HRV,2019,63,RANK,18.3,Percentage of population,_T,6.906,Percentage,EINT
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,F,6.493,Percentage,EADV
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,M,5.421,Percentage,EADV
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,_T,6.025,Percentage,EADV
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,F,10.868,Percentage,EBAS
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,M,11.671,Percentage,EBAS
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,_T,11.303,Percentage,EBAS
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,F,10.843,Percentage,EINT
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,M,7.903,Percentage,EINT
Croatia,HRV,2018,67,RANK,18.3,Percentage of population,_T,9.135,Percentage,EINT
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,F,6.97,Percentage,EADV
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,M,7.292,Percentage,EADV
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,_T,7.112,Percentage,EADV
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,F,20.239,Percentage,EBAS
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,M,19.025,Percentage,EBAS
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,_T,19.575,Percentage,EBAS
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,F,13.38,Percentage,EINT
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,M,10.462,Percentage,EINT
Croatia,HRV,2017,66,RANK,19.3,Percentage of population,_T,11.691,Percentage,EINT
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,F,1.577,Percentage,EADV
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,M,1.505,Percentage,EADV
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,_T,1.544,Percentage,EADV
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,F,10.035,Percentage,EBAS
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,M,9.35,Percentage,EBAS
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,_T,9.656,Percentage,EBAS
