REF_AREA_LABEL,REF_AREA,TIME_PERIOD,crime_rank,UNIT_MEASURE,poverty,UNIT_MEASURE_LABEL_x,SEX,unemployment,UNIT_MEASURE_LABEL_y,COMP_BREAKDOWN_1
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,F,3.223,Percentage,EINT
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,M,2.878,Percentage,EINT
Hungary,HUN,2019,80,RANK,12.3,Percentage of population,_T,3.019,Percentage,EINT
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,F,1.708,Percentage,EADV
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,M,1.17,Percentage,EADV
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,_T,1.461,Percentage,EADV
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,F,10.535,Percentage,EBAS
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,M,10.021,Percentage,EBAS
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,_T,10.255,Percentage,EBAS
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,F,3.802,Percentage,EINT
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,M,3.02,Percentage,EINT
Hungary,HUN,2018,63,RANK,12.3,Percentage of population,_T,3.346,Percentage,EINT
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,F,1.802,Percentage,EADV
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,M,1.408,Percentage,EADV
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,_T,1.618,Percentage,EADV
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,F,11.218,Percentage,EBAS
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,M,10.947,Percentage,EBAS
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,_T,11.075,Percentage,EBAS
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,F,4.433,Percentage,EINT
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,M,3.248,Percentage,EINT
Hungary,HUN,2017,54,RANK,12.8,Percentage of population,_T,3.745,Percentage,EINT
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,F,4.751,Percentage,EADV
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,M,4.014,Percentage,EADV
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,_T,4.377,Percentage,EADV
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,F,1.873,Percentage,EBAS
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,M,2.686,Percentage,EBAS
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,_T,2.377,Percentage,EBAS
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,F,6.605,Percentage,EINT
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,M,6.003,Percentage,EINT
Indonesia,IDN,2019,90,RANK,9.4,Percentage of population,_T,6.209,Percentage,EINT
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,F,6.045,Percentage,EADV
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,M,4.622,Percentage,EADV
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,_T,5.31,Percentage,EADV
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,F,2.438,Percentage,EBAS
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,M,3.295,Percentage,EBAS
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,_T,2.969,Percentage,EBAS
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,F,8.296,Percentage,EINT
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,M,7.418,Percentage,EINT
Indonesia,IDN,2018,98,RANK,9.8,Percentage of population,_T,7.712,Percentage,EINT
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,F,4.411,Percentage,EADV
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,M,4.021,Percentage,EADV
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,_T,4.209,Percentage,EADV
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,F,2.134,Percentage,EBAS
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,M,2.901,Percentage,EBAS
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,_T,2.613,Percentage,EBAS
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,F,7.531,Percentage,EINT
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,M,6.655,Percentage,EINT
Indonesia,IDN,2017,100,RANK,10.6,Percentage of population,_T,6.948,Percentage,EINT
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,F,3.214,Percentage,EADV
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,M,3.227,Percentage,EADV
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,_T,3.22,Percentage,EADV
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,F,8.833,Percentage,EBAS
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,M,8.537,Percentage,EBAS
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,_T,8.63,Percentage,EBAS
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,F,5.959,Percentage,EINT
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,M,5.946,Percentage,EINT
Ireland,IRL,2019,34,RANK,13.8,Percentage of population,_T,5.952,Percentage,EINT
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,F,1.532,Percentage,EADV
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,M,1.719,Percentage,EADV
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,_T,1.614,Percentage,EADV
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,F,4.507,Percentage,EBAS
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,M,4.94,Percentage,EBAS
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,_T,4.745,Percentage,EBAS
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,F,2.953,Percentage,EINT
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,M,2.105,Percentage,EINT
Iceland,ISL,2017,4,RANK,8.8,Percentage of population,_T,2.423,Percentage,EINT
Italy,ITA,2019,117,RANK,20.0,Percentage of population,F,6.568,Percentage,EADV
Italy,ITA,2019,117,RANK,20.0,Percentage of population,M,4.644,Percentage,EADV
Italy,ITA,2019,117,RANK,20.0,Percentage of population,_T,5.704,Percentage,EADV
Italy,ITA,2019,117,RANK,20.0,Percentage of population,F,16.373,Percentage,EBAS
Italy,ITA,2019,117,RANK,20.0,Percentage of population,M,12.313,Percentage,EBAS
Italy,ITA,2019,117,RANK,20.0,Percentage of population,_T,13.676,Percentage,EBAS
Italy,ITA,2019,117,RANK,20.0,Percentage of population,F,11.086,Percentage,EINT
Italy,ITA,2019,117,RANK,20.0,Percentage of population,M,8.183,Percentage,EINT
Italy,ITA,2019,117,RANK,20.0,Percentage of population,_T,9.437,Percentage,EINT
Italy,ITA,2018,122,RANK,20.1,Percentage of population,F,7.024,Percentage,EADV
Italy,ITA,2018,122,RANK,20.1,Percentage of population,M,4.572,Percentage,EADV
Italy,ITA,2018,122,RANK,20.1,Percentage of population,_T,5.921,Percentage,EADV
Italy,ITA,2018,122,RANK,20.1,Percentage of population,F,17.185,Percentage,EBAS
Italy,ITA,2018,122,RANK,20.1,Percentage of population,M,13.098,Percentage,EBAS
Italy,ITA,2018,122,RANK,20.1,Percentage of population,_T,14.475,Percentage,EBAS
Italy,ITA,2018,122,RANK,20.1,Percentage of population,F,11.703,Percentage,EINT
Italy,ITA,2018,122,RANK,20.1,Percentage of population,M,8.92,Percentage,EINT
Italy,ITA,2018,122,RANK,20.1,Percentage of population,_T,10.115,Percentage,EINT
Italy,ITA,2017,119,RANK,20.3,Percentage of population,F,7.46,Percentage,EADV
Italy,ITA,2017,119,RANK,20.3,Percentage of population,M,5.025,Percentage,EADV
Italy,ITA,2017,119,RANK,20.3,Percentage of population,_T,6.372,Percentage,EADV
Italy,ITA,2017,119,RANK,20.3,Percentage of population,F,17.848,Percentage,EBAS
Italy,ITA,2017,119,RANK,20.3,Percentage of population,M,14.102,Percentage,EBAS
Italy,ITA,2017,119,RANK,20.3,Percentage of population,_T,15.356,Percentage,EBAS
Italy,ITA,2017,119,RANK,20.3,Percentage of population,F,12.283,Percentage,EINT
Italy,ITA,2017,119,RANK,20.3,Percentage of population,M,9.088,Percentage,EINT
Italy,ITA,2017,119,RANK,20.3,Percentage of population,_T,10.466,Percentage,EINT
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,F,3.992,Percentage,EADV
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,M,2.229,Percentage,EADV
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,_T,3.336,Percentage,EADV
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,F,4.626,Percentage,EBAS
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,M,2.089,Percentage,EBAS
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,_T,2.952,Percentage,EBAS
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,F,8.255,Percentage,EINT
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,M,5.402,Percentage,EINT
Jamaica,JAM,2019,135,RANK,11.0,Percentage of population,_T,6.713,Percentage,EINT
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,F,3.679,Percentage,EADV
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,M,3.36,Percentage,EADV
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,_T,3.558,Percentage,EADV
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,F,5.162,Percentage,EBAS
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,M,2.813,Percentage,EBAS
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,_T,3.634,Percentage,EBAS
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,F,9.558,Percentage,EINT
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,M,5.57,Percentage,EINT
Jamaica,JAM,2018,134,RANK,12.6,Percentage of population,_T,7.405,Percentage,EINT
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,F,6.587,Percentage,EADV
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,M,4.75,Percentage,EADV
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,_T,5.883,Percentage,EADV
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,F,6.712,Percentage,EBAS
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,M,3.857,Percentage,EBAS
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,_T,4.86,Percentage,EBAS
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,F,12.91,Percentage,EINT
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,M,7.094,Percentage,EINT
Jamaica,JAM,2017,130,RANK,19.3,Percentage of population,_T,9.788,Percentage,EINT
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,F,32.162,Percentage,EADV
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,M,18.494,Percentage,EADV
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,_T,23.941,Percentage,EADV
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,F,11.081,Percentage,EBAS
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,M,18.525,Percentage,EBAS
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,_T,18.005,Percentage,EBAS
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,F,21.403,Percentage,EINT
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,M,10.036,Percentage,EINT
Jordan,JOR,2018,48,RANK,15.7,Percentage of population,_T,11.849,Percentage,EINT
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,F,5.7,Percentage,EADV
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,M,6.12,Percentage,EADV
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,_T,5.93,Percentage,EADV
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,F,6.54,Percentage,EBAS
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,M,6.43,Percentage,EBAS
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,_T,6.45,Percentage,EBAS
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,F,7.46,Percentage,EINT
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,M,5.44,Percentage,EINT
Kyrgyz Republic,KGZ,2018,105,RANK,22.4,Percentage of population,_T,6.2,Percentage,EINT
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,F,7.43,Percentage,EADV
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,M,5.27,Percentage,EADV
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,_T,6.33,Percentage,EADV
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,F,10.01,Percentage,EBAS
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,M,7.98,Percentage,EBAS
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,_T,8.57,Percentage,EBAS
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,F,9.38,Percentage,EINT
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,M,5.37,Percentage,EINT
Kyrgyz Republic,KGZ,2017,101,RANK,25.6,Percentage of population,_T,6.86,Percentage,EINT
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,F,11.036,Percentage,EADV
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,M,3.415,Percentage,EADV
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,_T,7.789,Percentage,EADV
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,F,4.264,Percentage,EBAS
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,M,2.627,Percentage,EBAS
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,_T,3.107,Percentage,EBAS
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,F,10.746,Percentage,EINT
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,M,5.003,Percentage,EINT
Sri Lanka,LKA,2019,98,RANK,14.3,Percentage of population,_T,7.293,Percentage,EINT
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,F,2.61,Percentage,EADV
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,M,3.335,Percentage,EADV
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,_T,2.904,Percentage,EADV
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,F,20.674,Percentage,EBAS
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,M,16.82,Percentage,EBAS
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,_T,18.124,Percentage,EBAS
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,F,8.084,Percentage,EINT
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,M,8.461,Percentage,EINT
Lithuania,LTU,2019,12,RANK,20.9,Percentage of population,_T,8.298,Percentage,EINT
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,F,2.693,Percentage,EADV
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,M,2.967,Percentage,EADV
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,_T,2.803,Percentage,EADV
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,F,14.949,Percentage,EBAS
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,M,18.197,Percentage,EBAS
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,_T,17.126,Percentage,EBAS
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,F,7.913,Percentage,EINT
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,M,8.058,Percentage,EINT
Lithuania,LTU,2018,21,RANK,20.6,Percentage of population,_T,7.994,Percentage,EINT
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,F,2.762,Percentage,EADV
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,M,3.121,Percentage,EADV
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,_T,2.903,Percentage,EADV
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,F,16.029,Percentage,EBAS
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,M,22.066,Percentage,EBAS
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,_T,20.212,Percentage,EBAS
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,F,8.272,Percentage,EINT
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,M,10.13,Percentage,EINT
Lithuania,LTU,2017,33,RANK,22.9,Percentage of population,_T,9.314,Percentage,EINT
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,F,3.528,Percentage,EADV
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,M,3.744,Percentage,EADV
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,_T,3.641,Percentage,EADV
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,F,8.594,Percentage,EBAS
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,M,8.954,Percentage,EBAS
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,_T,8.797,Percentage,EBAS
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,F,6.02,Percentage,EINT
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,M,6.405,Percentage,EINT
Luxembourg,LUX,2019,27,RANK,17.4,Percentage of population,_T,6.237,Percentage,EINT
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,F,3.267,Percentage,EADV
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,M,4.189,Percentage,EADV
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,_T,3.616,Percentage,EADV
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,F,13.596,Percentage,EBAS
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,M,13.822,Percentage,EBAS
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,_T,13.748,Percentage,EBAS
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,F,6.644,Percentage,EINT
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,M,7.438,Percentage,EINT
Latvia,LVA,2019,38,RANK,21.6,Percentage of population,_T,7.087,Percentage,EINT
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,F,3.298,Percentage,EADV
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,M,4.304,Percentage,EADV
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,_T,3.662,Percentage,EADV
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,F,18.143,Percentage,EBAS
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,M,15.129,Percentage,EBAS
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,_T,16.113,Percentage,EBAS
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,F,8.069,Percentage,EINT
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,M,8.826,Percentage,EINT
Latvia,LVA,2018,42,RANK,22.9,Percentage of population,_T,8.493,Percentage,EINT
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,F,3.904,Percentage,EADV
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,M,3.895,Percentage,EADV
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,_T,3.901,Percentage,EADV
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,F,21.517,Percentage,EBAS
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,M,17.096,Percentage,EBAS
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,_T,18.53,Percentage,EBAS
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,F,9.52,Percentage,EINT
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,M,10.73,Percentage,EINT
Latvia,LVA,2017,32,RANK,23.3,Percentage of population,_T,10.195,Percentage,EINT
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,F,1.935,Percentage,EADV
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,M,2.082,Percentage,EADV
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,_T,1.998,Percentage,EADV
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,F,0.62,Percentage,EBAS
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,M,2.073,Percentage,EBAS
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,_T,1.26,Percentage,EBAS
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,F,1.186,Percentage,EINT
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,M,1.722,Percentage,EINT
Moldova,MDA,2019,83,RANK,25.2,Percentage of population,_T,1.457,Percentage,EINT
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,F,4.34,Percentage,EADV
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,M,3.931,Percentage,EADV
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,_T,4.118,Percentage,EADV
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,F,3.073,Percentage,EBAS
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,M,2.985,Percentage,EBAS
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,_T,3.016,Percentage,EBAS
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,F,4.008,Percentage,EINT
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,M,3.986,Percentage,EINT
Mexico,MEX,2018,139,RANK,41.9,Percentage of population,_T,3.995,Percentage,EINT
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,F,15.039,Percentage,EADV
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,M,13.423,Percentage,EADV
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,_T,14.276,Percentage,EADV
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,F,28.747,Percentage,EBAS
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,M,20.625,Percentage,EBAS
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,_T,23.423,Percentage,EBAS
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,F,17.232,Percentage,EINT
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,M,16.379,Percentage,EINT
North Macedonia,MKD,2019,122,RANK,21.8,Percentage of population,_T,16.692,Percentage,EINT
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,F,20.198,Percentage,EADV
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,M,15.372,Percentage,EADV
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,_T,17.96,Percentage,EADV
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,F,20.366,Percentage,EBAS
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,M,26.67,Percentage,EBAS
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,_T,24.741,Percentage,EBAS
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,F,20.698,Percentage,EINT
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,M,21.777,Percentage,EINT
North Macedonia,MKD,2018,131,RANK,21.6,Percentage of population,_T,21.401,Percentage,EINT
Mali,MLI,2018,133,RANK,43.8,Percentage of population,F,33.665,Percentage,EADV
Mali,MLI,2018,133,RANK,43.8,Percentage of population,M,14.641,Percentage,EADV
Mali,MLI,2018,133,RANK,43.8,Percentage of population,_T,18.826,Percentage,EADV
Mali,MLI,2018,133,RANK,43.8,Percentage of population,F,2.299,Percentage,EBAS
Mali,MLI,2018,133,RANK,43.8,Percentage of population,M,2.078,Percentage,EBAS
Mali,MLI,2018,133,RANK,43.8,Percentage of population,_T,2.15,Percentage,EBAS
Mali,MLI,2018,133,RANK,43.8,Percentage of population,F,17.851,Percentage,EINT
Mali,MLI,2018,133,RANK,43.8,Percentage of population,M,7.701,Percentage,EINT
Mali,MLI,2018,133,RANK,43.8,Percentage of population,_T,10.845,Percentage,EINT
Mali,MLI,2017,122,RANK,44.9,Percentage of population,F,37.778,Percentage,EADV
Mali,MLI,2017,122,RANK,44.9,Percentage of population,M,14.402,Percentage,EADV
Mali,MLI,2017,122,RANK,44.9,Percentage of population,_T,19.527,Percentage,EADV
Mali,MLI,2017,122,RANK,44.9,Percentage of population,F,14.51,Percentage,EBAS
Mali,MLI,2017,122,RANK,44.9,Percentage of population,M,9.917,Percentage,EBAS
Mali,MLI,2017,122,RANK,44.9,Percentage of population,_T,11.448,Percentage,EBAS
Mali,MLI,2017,122,RANK,44.9,Percentage of population,F,24.271,Percentage,EINT
Mali,MLI,2017,122,RANK,44.9,Percentage of population,M,14.019,Percentage,EINT
Mali,MLI,2017,122,RANK,44.9,Percentage of population,_T,17.238,Percentage,EINT
Malta,MLT,2019,33,RANK,16.9,Percentage of population,F,2.916,Percentage,EADV
Malta,MLT,2019,33,RANK,16.9,Percentage of population,M,2.231,Percentage,EADV
Malta,MLT,2019,33,RANK,16.9,Percentage of population,_T,2.564,Percentage,EADV
Malta,MLT,2019,33,RANK,16.9,Percentage of population,F,5.386,Percentage,EBAS
Malta,MLT,2019,33,RANK,16.9,Percentage of population,M,4.104,Percentage,EBAS
Malta,MLT,2019,33,RANK,16.9,Percentage of population,_T,4.542,Percentage,EBAS
Malta,MLT,2019,33,RANK,16.9,Percentage of population,F,4.136,Percentage,EINT
Malta,MLT,2019,33,RANK,16.9,Percentage of population,M,3.44,Percentage,EINT
Malta,MLT,2019,33,RANK,16.9,Percentage of population,_T,3.713,Percentage,EINT
Malta,MLT,2018,17,RANK,17.1,Percentage of population,F,2.095,Percentage,EADV
Malta,MLT,2018,17,RANK,17.1,Percentage of population,M,1.707,Percentage,EADV
Malta,MLT,2018,17,RANK,17.1,Percentage of population,_T,1.896,Percentage,EADV
Malta,MLT,2018,17,RANK,17.1,Percentage of population,F,5.725,Percentage,EBAS
Malta,MLT,2018,17,RANK,17.1,Percentage of population,M,5.14,Percentage,EBAS
Malta,MLT,2018,17,RANK,17.1,Percentage of population,_T,5.325,Percentage,EBAS
Malta,MLT,2018,17,RANK,17.1,Percentage of population,F,3.254,Percentage,EINT
Malta,MLT,2018,17,RANK,17.1,Percentage of population,M,3.69,Percentage,EINT
Malta,MLT,2018,17,RANK,17.1,Percentage of population,_T,3.505,Percentage,EINT
Malta,MLT,2017,18,RANK,16.8,Percentage of population,F,2.105,Percentage,EADV
Malta,MLT,2017,18,RANK,16.8,Percentage of population,M,1.864,Percentage,EADV
Malta,MLT,2017,18,RANK,16.8,Percentage of population,_T,1.98,Percentage,EADV
Malta,MLT,2017,18,RANK,16.8,Percentage of population,F,8.204,Percentage,EBAS
Malta,MLT,2017,18,RANK,16.8,Percentage of population,M,5.167,Percentage,EBAS
Malta,MLT,2017,18,RANK,16.8,Percentage of population,_T,6.07,Percentage,EBAS
Malta,MLT,2017,18,RANK,16.8,Percentage of population,F,3.36,Percentage,EINT
Malta,MLT,2017,18,RANK,16.8,Percentage of population,M,3.559,Percentage,EINT
Malta,MLT,2017,18,RANK,16.8,Percentage of population,_T,3.47,Percentage,EINT
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,F,9.814,Percentage,EADV
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,M,13.172,Percentage,EADV
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,_T,11.35,Percentage,EADV
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,F,33.458,Percentage,EBAS
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,M,20.362,Percentage,EBAS
Montenegro,MNE,2019,57,RANK,22.6,Percentage of population,_T,25.755,Percentage,EBAS
